TRANSACTION_DATE,DAY_NAME,DAY_CLASSIFICATION,MONTH_NAME,TIME_BUCKET,HOUR_OF_DAY,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE,NUMBER_OF_SALES,TOTAL_REVENUE
2023-02-06,Mon,Weekday,Feb,morning,10,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,6.00
2023-02-06,Mon,Weekday,Feb,afternoon,15,Astoria,Tea,Earl Grey Lg,Brewed Black tea,2,6.00
2023-02-06,Mon,Weekday,Feb,evening,18,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.90
2023-02-06,Mon,Weekday,Feb,evening,18,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,3.50
2023-02-06,Mon,Weekday,Feb,evening,18,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-02-07,Tue,Weekday,Feb,morning,8,Astoria,Coffee,Brazilian Sm,Organic brewed coffee,2,4.40
2023-02-07,Tue,Weekday,Feb,afternoon,14,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6.00
2023-02-08,Wed,Weekday,Feb,morning,7,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,2,6.20
2023-02-08,Wed,Weekday,Feb,morning,8,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,1,7.00
2023-02-08,Wed,Weekday,Feb,morning,8,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee,1,2.20
2023-02-08,Wed,Weekday,Feb,morning,9,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee,1,4.40
2023-02-08,Wed,Weekday,Feb,morning,10,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,8.50
2023-02-08,Wed,Weekday,Feb,afternoon,13,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,3.00
2023-02-09,Thu,Weekday,Feb,morning,7,Astoria,Tea,English Breakfast Rg,Brewed Black tea,1,2.50
2023-02-09,Thu,Weekday,Feb,morning,8,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
2023-02-09,Thu,Weekday,Feb,morning,10,Astoria,Coffee,Latte,Barista Espresso,6,26.25
2023-02-10,Fri,Weekday,Feb,morning,6,Lower Manhattan,Bakery,Chocolate Croissant,Pastry,2,7.50
2023-02-10,Fri,Weekday,Feb,morning,6,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-02-10,Fri,Weekday,Feb,morning,7,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
2023-02-10,Fri,Weekday,Feb,morning,8,Lower Manhattan,Bakery,Oatmeal Scone,Scone,2,6.00
2023-02-11,Sat,Weekend,Feb,afternoon,16,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.50
2023-02-12,Sun,Weekend,Feb,morning,7,Lower Manhattan,Bakery,Chocolate Croissant,Pastry,2,7.50
2023-02-12,Sun,Weekend,Feb,morning,9,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,3,18.75
2023-02-12,Sun,Weekend,Feb,morning,10,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee,2,7.00
2023-02-12,Sun,Weekend,Feb,morning,10,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,2,15.00
2023-02-12,Sun,Weekend,Feb,afternoon,16,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-02-09,Thu,Weekday,Feb,morning,10,Lower Manhattan,Loose Tea,Earl Grey,Black tea,1,8.95
2023-02-09,Thu,Weekday,Feb,morning,10,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
2023-02-13,Mon,Weekday,Feb,afternoon,12,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,5.00
2023-02-14,Tue,Weekday,Feb,morning,8,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,3,7.35
2023-02-14,Tue,Weekday,Feb,morning,10,Hell's Kitchen,Bakery,Cranberry Scone,Scone,2,6.50
2023-02-15,Wed,Weekday,Feb,morning,6,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-02-15,Wed,Weekday,Feb,afternoon,12,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.50
2023-02-15,Wed,Weekday,Feb,afternoon,14,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee,1,2.50
2023-02-15,Wed,Weekday,Feb,afternoon,15,Astoria,Bakery,Oatmeal Scone,Scone,1,3.00
2023-02-15,Wed,Weekday,Feb,afternoon,16,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,2,9.80
2023-02-16,Thu,Weekday,Feb,morning,8,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-02-16,Thu,Weekday,Feb,morning,9,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,2,14.25
2023-02-16,Thu,Weekday,Feb,morning,10,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-02-16,Thu,Weekday,Feb,morning,10,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti,2,6.50
2023-02-16,Thu,Weekday,Feb,morning,11,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2.00
2023-02-17,Fri,Weekday,Feb,morning,9,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee,2,9.00
2023-02-17,Fri,Weekday,Feb,morning,10,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti,2,7.00
2023-02-17,Fri,Weekday,Feb,morning,11,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-02-17,Fri,Weekday,Feb,evening,18,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-02-18,Sat,Weekend,Feb,morning,7,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2.00
2023-02-18,Sat,Weekend,Feb,morning,7,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,5.10
2023-02-19,Sun,Weekend,Feb,morning,6,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-02-19,Sun,Weekend,Feb,evening,19,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,2,12.40
2023-02-20,Mon,Weekday,Feb,evening,17,Astoria,Bakery,Cranberry Scone,Scone,1,3.25
2023-02-22,Wed,Weekday,Feb,morning,8,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,9.00
2023-02-22,Wed,Weekday,Feb,morning,11,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-02-22,Wed,Weekday,Feb,afternoon,14,Astoria,Tea,Peppermint Lg,Brewed herbal tea,2,9.00
2023-02-22,Wed,Weekday,Feb,evening,17,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-02-23,Thu,Weekday,Feb,morning,9,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6.00
2023-02-23,Thu,Weekday,Feb,morning,11,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.50
2023-02-24,Fri,Weekday,Feb,morning,7,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,1,3.00
2023-02-24,Fri,Weekday,Feb,morning,9,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,7.50
2023-02-24,Fri,Weekday,Feb,morning,10,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,2,6.00
2023-02-25,Sat,Weekend,Feb,morning,7,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,1,2.55
2023-02-25,Sat,Weekend,Feb,morning,10,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-02-25,Sat,Weekend,Feb,evening,17,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8.00
2023-02-26,Sun,Weekend,Feb,morning,6,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,2,7.00
2023-02-26,Sun,Weekend,Feb,morning,7,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-01-04,Wed,Weekday,Jan,afternoon,15,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,2,6.60
2023-01-05,Thu,Weekday,Jan,morning,10,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-01-07,Sat,Weekend,Jan,afternoon,15,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,2,7.65
2023-01-09,Mon,Weekday,Jan,afternoon,16,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,1,3.00
2023-01-10,Tue,Weekday,Jan,morning,7,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,2,3.20
2023-01-10,Tue,Weekday,Jan,morning,8,Astoria,Tea,Earl Grey Lg,Brewed Black tea,2,12.00
2023-01-12,Thu,Weekday,Jan,evening,17,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.10
2023-01-14,Sat,Weekend,Jan,morning,10,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-01-14,Sat,Weekend,Jan,morning,10,Astoria,Flavours,Carmel syrup,Regular syrup,1,1.60
2023-01-12,Thu,Weekday,Jan,afternoon,16,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6.00
2023-01-14,Sat,Weekend,Jan,afternoon,16,Astoria,Tea,English Breakfast Lg,Brewed Black tea,1,3.00
2023-01-15,Sun,Weekend,Jan,morning,10,Hell's Kitchen,Packaged Chocolate,Dark chocolate,Drinking Chocolate,1,6.40
2023-01-15,Sun,Weekend,Jan,evening,19,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3.00
2023-01-16,Mon,Weekday,Jan,afternoon,16,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,0.80
2023-01-18,Wed,Weekday,Jan,morning,8,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee,3,8.80
2023-01-18,Wed,Weekday,Jan,afternoon,15,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso,1,8.50
2023-01-19,Thu,Weekday,Jan,morning,7,Astoria,Coffee,Espresso shot,Barista Espresso,1,3.00
2023-01-19,Thu,Weekday,Jan,afternoon,12,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,5.00
2023-01-19,Thu,Weekday,Jan,afternoon,15,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,1,3.10
2023-01-20,Fri,Weekday,Jan,morning,9,Hell's Kitchen,Loose Tea,Serenity Green Tea,Green tea,1,9.25
2023-01-20,Fri,Weekday,Jan,morning,11,Astoria,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-01-20,Fri,Weekday,Jan,afternoon,14,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2.00
2023-01-20,Fri,Weekday,Jan,evening,18,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,1,3.00
2023-01-20,Fri,Weekday,Jan,evening,19,Astoria,Bakery,Scottish Cream Scone ,Scone,2,9.00
2023-01-21,Sat,Weekend,Jan,morning,10,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee,1,10.50
2023-01-21,Sat,Weekend,Jan,morning,10,Hell's Kitchen,Loose Tea,Serenity Green Tea,Green tea,1,9.25
2023-01-16,Mon,Weekday,Jan,morning,9,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
2023-01-20,Fri,Weekday,Jan,afternoon,15,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,7.50
2023-01-22,Sun,Weekend,Jan,morning,7,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea,1,7.50
2023-01-22,Sun,Weekend,Jan,morning,7,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,1,11.25
2023-01-22,Sun,Weekend,Jan,morning,11,Hell's Kitchen,Bakery,Croissant,Pastry,1,3.50
2023-01-22,Sun,Weekend,Jan,afternoon,15,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-01-22,Sun,Weekend,Jan,evening,17,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,4.90
2023-01-23,Mon,Weekday,Jan,morning,7,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee,2,9.00
2023-01-23,Mon,Weekday,Jan,morning,7,Hell's Kitchen,Packaged Chocolate,Dark chocolate,Drinking Chocolate,1,6.40
2023-01-23,Mon,Weekday,Jan,morning,9,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,1,3.50
2023-01-23,Mon,Weekday,Jan,morning,9,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-01-24,Tue,Weekday,Jan,morning,9,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,2,15.00
2023-01-24,Tue,Weekday,Jan,afternoon,14,Astoria,Coffee,Latte Rg,Barista Espresso,2,17.00
2023-01-25,Wed,Weekday,Jan,morning,11,Hell's Kitchen,Bakery,Ginger Scone,Scone,3,9.75
2023-01-25,Wed,Weekday,Jan,afternoon,13,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea,2,9.00
2023-01-26,Thu,Weekday,Jan,morning,8,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-01-26,Thu,Weekday,Jan,morning,8,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,1,6.00
2023-01-26,Thu,Weekday,Jan,morning,11,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-01-26,Thu,Weekday,Jan,evening,17,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti,1,3.25
2023-01-26,Thu,Weekday,Jan,evening,19,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso,2,9.00
2023-01-27,Fri,Weekday,Jan,morning,7,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,9.50
2023-01-27,Fri,Weekday,Jan,morning,10,Astoria,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-01-28,Sat,Weekend,Jan,morning,7,Astoria,Coffee,Latte Rg,Barista Espresso,1,4.25
2023-01-28,Sat,Weekend,Jan,morning,8,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,3.00
2023-01-28,Sat,Weekend,Jan,morning,9,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,7.00
2023-01-28,Sat,Weekend,Jan,morning,10,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-01-29,Sun,Weekend,Jan,morning,9,Astoria,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-01-29,Sun,Weekend,Jan,morning,11,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea,1,5.00
2023-01-29,Sun,Weekend,Jan,afternoon,12,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-01-29,Sun,Weekend,Jan,morning,9,Astoria,Bakery,Oatmeal Scone,Scone,1,3.00
2023-01-29,Sun,Weekend,Jan,afternoon,12,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-01-30,Mon,Weekday,Jan,morning,11,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,1,3.75
2023-01-30,Mon,Weekday,Jan,afternoon,15,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee,1,3.00
2023-01-31,Tue,Weekday,Jan,morning,8,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,2.65
2023-01-31,Tue,Weekday,Jan,morning,9,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,1,2.50
2023-01-31,Tue,Weekday,Jan,morning,11,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,1,7.00
2023-01-31,Tue,Weekday,Jan,morning,11,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea,1,6.00
2023-02-01,Wed,Weekday,Feb,afternoon,12,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,2,7.50
2023-02-01,Wed,Weekday,Feb,afternoon,13,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.10
2023-02-01,Wed,Weekday,Feb,afternoon,13,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,4.00
2023-02-02,Thu,Weekday,Feb,afternoon,13,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-02-02,Thu,Weekday,Feb,afternoon,13,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone,1,3.75
2023-02-02,Thu,Weekday,Feb,afternoon,14,Astoria,Tea,Peppermint Rg,Brewed herbal tea,1,5.00
2023-02-02,Thu,Weekday,Feb,afternoon,15,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,2,7.50
2023-02-02,Thu,Weekday,Feb,afternoon,16,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-02-02,Thu,Weekday,Feb,evening,18,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,6.00
2023-02-03,Fri,Weekday,Feb,afternoon,12,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,2,10.00
2023-02-03,Fri,Weekday,Feb,afternoon,13,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea,2,9.00
2023-02-03,Fri,Weekday,Feb,afternoon,16,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,1,4.75
2023-02-03,Fri,Weekday,Feb,evening,17,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
2023-02-04,Sat,Weekend,Feb,morning,8,Hell's Kitchen,Bakery,Ginger Scone,Scone,1,3.25
2023-02-04,Sat,Weekend,Feb,morning,8,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,1,3.00
2023-02-04,Sat,Weekend,Feb,morning,9,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti,1,3.50
2023-02-04,Sat,Weekend,Feb,morning,10,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea,1,6.00
2023-02-04,Sat,Weekend,Feb,afternoon,12,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
2023-02-05,Sun,Weekend,Feb,morning,8,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,1,3.75
2023-02-05,Sun,Weekend,Feb,afternoon,13,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea,2,9.00
2023-02-05,Sun,Weekend,Feb,afternoon,14,Astoria,Tea,Peppermint Lg,Brewed herbal tea,1,3.00
2023-02-05,Sun,Weekend,Feb,evening,19,Astoria,Coffee,Cappuccino Lg,Barista Espresso,1,4.25
2023-02-02,Thu,Weekday,Feb,morning,11,Astoria,Coffee,Cappuccino Lg,Barista Espresso,2,12.75
2023-02-02,Thu,Weekday,Feb,afternoon,15,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee,1,6.00
2023-02-02,Thu,Weekday,Feb,afternoon,15,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,2,11.25
2023-02-06,Mon,Weekday,Feb,morning,11,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso,2,6.00
2023-02-06,Mon,Weekday,Feb,morning,11,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea,1,5.00
2023-02-06,Mon,Weekday,Feb,evening,17,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee,1,6.00
2023-02-06,Mon,Weekday,Feb,evening,18,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,1,4.50
2023-02-06,Mon,Weekday,Feb,evening,18,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea,1,2.50
2023-02-07,Tue,Weekday,Feb,morning,7,Lower Manhattan,Bakery,Ginger Scone,Scone,1,3.25
2023-02-07,Tue,Weekday,Feb,morning,8,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea,1,5.00
2023-02-07,Tue,Weekday,Feb,morning,10,Hell's Kitchen,Bakery,Cranberry Scone,Scone,2,6.50
2023-02-07,Tue,Weekday,Feb,evening,18,Astoria,Coffee,Espresso shot,Barista Espresso,1,6.00
2023-02-08,Wed,Weekday,Feb,morning,7,Astoria,Bakery,Cranberry Scone,Scone,1,6.50
2023-02-08,Wed,Weekday,Feb,morning,7,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,2,7.50
2023-02-08,Wed,Weekday,Feb,morning,9,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,3,12.25
2023-02-08,Wed,Weekday,Feb,morning,10,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee,2,6.00
2023-02-08,Wed,Weekday,Feb,morning,10,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee,1,3.00
2023-02-08,Wed,Weekday,Feb,morning,10,Lower Manhattan,Bakery,Oatmeal Scone,Scone,2,6.00
2023-02-08,Wed,Weekday,Feb,evening,17,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,1,8.00
2023-02-08,Wed,Weekday,Feb,evening,20,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,5.00
2023-02-09,Thu,Weekday,Feb,morning,8,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,5.00
2023-02-09,Thu,Weekday,Feb,morning,8,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,2,14.25
2023-02-09,Thu,Weekday,Feb,morning,9,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-02-09,Thu,Weekday,Feb,morning,9,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,2.50
2023-02-09,Thu,Weekday,Feb,morning,11,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry,3,11.25
2023-02-09,Thu,Weekday,Feb,afternoon,12,Astoria,Coffee beans,Civet Cat,Premium Beans,1,45.00
2023-02-09,Thu,Weekday,Feb,afternoon,17,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,1,2.50
2023-02-10,Fri,Weekday,Feb,morning,9,Astoria,Coffee,Espresso shot,Barista Espresso,1,3.00
2023-02-10,Fri,Weekday,Feb,morning,9,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea,3,15.00
2023-02-10,Fri,Weekday,Feb,afternoon,16,Astoria,Flavours,Carmel syrup,Regular syrup,2,2.40
2023-02-11,Sat,Weekend,Feb,morning,6,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-02-11,Sat,Weekend,Feb,morning,7,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea,1,5.00
2023-02-11,Sat,Weekend,Feb,morning,7,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,2,5.10
2023-02-11,Sat,Weekend,Feb,morning,10,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup,1,0.80
2023-02-11,Sat,Weekend,Feb,morning,11,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea,1,2.50
2023-02-11,Sat,Weekend,Feb,afternoon,14,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone,1,4.50
2023-02-11,Sat,Weekend,Feb,evening,17,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
2023-02-11,Sat,Weekend,Feb,evening,19,Hell's Kitchen,Coffee,Latte,Barista Espresso,1,7.50
2023-02-12,Sun,Weekend,Feb,morning,6,Lower Manhattan,Coffee,Cappuccino,Barista Espresso,2,11.25
2023-02-12,Sun,Weekend,Feb,morning,7,Hell's Kitchen,Bakery,Cranberry Scone,Scone,1,3.25
2023-02-12,Sun,Weekend,Feb,morning,10,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,2,9.30
2023-02-12,Sun,Weekend,Feb,morning,10,Lower Manhattan,Loose Tea,Spicy Eye Opener Chai,Chai tea,1,10.95
2023-02-12,Sun,Weekend,Feb,afternoon,14,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,1,5.00
2023-02-13,Mon,Weekday,Feb,morning,8,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone,5,18.75
2023-02-09,Thu,Weekday,Feb,morning,6,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,2,7.00
2023-02-11,Sat,Weekend,Feb,morning,8,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea,3,12.00
2023-02-13,Mon,Weekday,Feb,morning,9,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee,2,14.00
2023-02-13,Mon,Weekday,Feb,morning,10,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti,2,7.00
2023-02-13,Mon,Weekday,Feb,morning,10,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,1,2.45
2023-02-13,Mon,Weekday,Feb,afternoon,14,Lower Manhattan,Bakery,Oatmeal Scone,Scone,1,3.00
2023-02-13,Mon,Weekday,Feb,afternoon,14,Hell's Kitchen,Loose Tea,Lemon Grass,Herbal tea,1,8.95
2023-02-13,Mon,Weekday,Feb,afternoon,16,Lower Manhattan,Loose Tea,Traditional Blend Chai,Chai tea,1,8.95
2023-02-13,Mon,Weekday,Feb,afternoon,16,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea,1,2.50
2023-02-14,Tue,Weekday,Feb,morning,7,Lower Manhattan,Coffee,Latte Rg,Barista Espresso,3,21.25
2023-02-14,Tue,Weekday,Feb,morning,10,Lower Manhattan,Bakery,Chocolate Croissant,Pastry,3,11.25
2023-02-14,Tue,Weekday,Feb,morning,10,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea,2,7.50
2023-02-15,Wed,Weekday,Feb,morning,8,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee,1,2.00
2023-02-15,Wed,Weekday,Feb,evening,18,Astoria,Bakery,Croissant,Pastry,2,7.00
2023-02-16,Thu,Weekday,Feb,morning,8,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso,2,6.00
2023-02-16,Thu,Weekday,Feb,morning,8,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,6.20
2023-02-16,Thu,Weekday,Feb,morning,10,Hell's Kitchen,Bakery,Ginger Scone,Scone,2,6.50
2023-02-16,Thu,Weekday,Feb,afternoon,12,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-02-16,Thu,Weekday,Feb,evening,17,Astoria,Tea,Earl Grey Lg,Brewed Black tea,1,3.00
2023-02-17,Fri,Weekday,Feb,morning,7,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,1,2.00
2023-02-17,Fri,Weekday,Feb,morning,8,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,1,3.10
